^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS2207
!dataset_title = Salicylic acid effect on leaves
!dataset_description = Analysis of leaves 2 hours after treatment with salicylic acid (SA) which induces systemic acquired resistance (SAR). SA-induced genes examined for the presence of neighboring putative binding sites for the transcription factor TGA2. Results provide insight into role of TGA factors in triggering SAR
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 16824183
!dataset_platform = GPL198
!dataset_platform_organism = Arabidopsis thaliana
!dataset_platform_technology_type = in situ oligonucleotide
!dataset_feature_count = 22810
!dataset_sample_organism = Arabidopsis thaliana
!dataset_sample_type = RNA
!dataset_channel_count = 1
!dataset_sample_count = 6
!dataset_value_type = transformed count
!dataset_reference_series = GSE3984
!dataset_order = none
!dataset_update_date = Mar 23 2007
^SUBSET = GDS2207_1
!subset_dataset_id = GDS2207
!subset_description = control
!subset_sample_id = GSM90867,GSM90868,GSM90869
!subset_type = agent
^SUBSET = GDS2207_2
!subset_dataset_id = GDS2207
!subset_description = salicylic acid
!subset_sample_id = GSM90870,GSM90871,GSM90872
!subset_type = agent
^DATASET = GDS2207
!ID_REF = Platform reference identifier
!IDENTIFIER = identifier
!GSM90867 = Value for GSM90867: 2-hour mock-treated leaf material biological replicate 1; src: leaf tissue of 3-4 week old plants, treated with 0.01% Silwet 2 hours before harvest
!GSM90868 = Value for GSM90868: 2-hour mock-treated leaf material biological replicate 2; src: leaf tissue of 3-4 week old plants, treated with 0.01% Silwet 2 hours before harvest
!GSM90869 = Value for GSM90869: 2-hour mock-treated leaf material biological replicate 3; src: leaf tissue of 3- to 4-week old plants, treated with 0.01% Silwet 2 hours before harvest
!GSM90870 = Value for GSM90870: leaf material harvested 2 hours after spraying of 1 mM salicylic acid biological replicate 1; src: leaf tissue of 3- to 4-week old plants, sprayed with 1 mM SA and 0.01% Silwet 2 hours before harvest
!GSM90871 = Value for GSM90871: leaf material harvested 2 hours after spraying of 1 mM salicylic acid biological replicate 2; src: leaf tissue of 3- to 4-week old plants, sprayed with 1 mM SA and 0.01% Silwet 2 hours before harvest
!GSM90872 = Value for GSM90872: leaf material harvested 2 hours after spraying of 1 mM salicylic acid biological replicate 3; src: leaf tissue of 3- to 4-week old plants, sprayed with 1 mM SA and 0.01% 
ID_REF	IDENTIFIER	GSM90867	GSM90868	GSM90869	GSM90870	GSM90871	GSM90872
262096_at	NAC1	9.37772	9.41306	8.65349	8.53878	7.89578	7.40708
262097_at	AT1G55990	3.53458	3.62275	3.2936	3.55021	3.62864	3.57778
262098_at	NF-YC2	7.94053	8.26853	7.86363	7.36426	7.85339	7.51785
262099_s_at	GH3.4	5.28468	4.95283	5.471	5.74846	5.37705	5.56741
262100_s_at	AT1G59550	7.48837	7.37392	7.55457	7.60499	7.57893	7.66922
262101_at	AT1G59535	3.84789	3.60334	3.77992	3.72355	3.63517	3.58981
262102_at	CUL2	4.27596	4.10496	4.27681	4.31481	4.24541	4.30474
262103_at	GSTF5	4.18994	4.06415	4.34547	4.21343	4.10753	4.1334
262104_at	LPA1	9.39094	9.13614	8.96747	9.39529	9.09163	9.32552
262105_at	AT1G02810	4.31114	4.47801	4.83951	4.51988	4.40018	4.61715
262106_at	WEE1	6.63073	6.45494	6.93284	6.60585	6.76285	7.01124
262107_at	AT1G02750	8.66158	8.09551	7.88554	8.81193	8.30935	8.18946
262108_at	AT1G02740	7.87347	8.2579	8.01143	7.86604	7.91643	8.36128
262109_at	CSLD5	7.08747	7.18524	8.58352	7.35221	8.16348	8.06446
262110_at	SR1	9.65818	9.98119	10.0746	9.55808	9.96255	10.1393
262111_at	AT1G02960	8.9335	8.42135	8.4598	8.64579	8.07646	8.10113
262112_at	AT1G02870	9.12269	8.87906	9.34241	8.58035	8.92193	9.47138
262113_at	AT1G02820	7.62568	8.51724	7.29772	7.63836	8.11471	7.69566
262114_at	NLA	8.60156	8.51139	8.13542	8.32079	8.20336	8.18436
262115_at	AT1G02813	4.72067	5.17698	5.83763	5.21533	5.22935	5.40648
262116_at	AT1G02816	7.93211	8.55388	8.71487	8.531	8.92132	9.02044
262117_at	emb2386	12.4516	12.2607	12.5182	12.1572	12.3911	12.2987
262118_at	BGLU11	9.24078	8.96218	8.88595	9.62006	9.77712	10.0733
262119_s_at	GSTF6	13.1145	12.6549	12.8268	13.2171	12.8903	12.8812
262120_at	GSTF4	6.8777	6.40546	5.99454	6.77087	6.29162	6.34375
262121_at	CEL2	6.25561	6.60889	7.68112	6.66354	7.11375	6.90347
262122_at	PGA4	4.48726	5.60602	5.64995	4.67429	4.6395	5.38531
262123_at	AT1G59630	5.00185	5.16463	4.92936	5.25652	5.14153	5.07852
262124_at	AT1G59660	6.49371	5.86183	5.75171	6.43105	6.29417	6.72746
262125_at	EDA1	4.5088	4.49839	4.47279	4.52109	4.52963	4.44248
262126_at	CW9	8.23829	7.79852	7.63887	8.90368	8.39325	8.46158
262127_at	AT1G52550	7.59032	7.60271	7.41234	7.39303	7.42383	7.27083
262128_at	AT1G52690	5.18656	5.06853	5.16558	5.18817	5.2163	5.07851
262129_at	MMH-1	6.46989	5.82813	5.82762	6.11785	6.04117	5.92894
262130_at	AT1G02890	9.97306	9.55306	8.94408	9.55657	9.04161	8.87744
262131_at	RALF1	6.67813	7.29276	7.21347	6.37091	7.26448	7.05259
262132_at	AT1G02830	4.50067	4.55045	4.49499	4.67697	4.81966	4.53294
262133_at	SULTR1;2	6.84801	6.48664	6.45795	6.57726	6.65247	6.88669
262134_at	AST56	8.82188	8.78982	8.58962	8.40434	8.11503	7.3799
262135_at	RAP2.4	10.2509	10.7177	10.659	9.62161	9.97321	9.98403
262136_at	ARF17	7.60182	8.33687	8.00626	7.53708	7.82437	7.37417
262137_at	AT1G77920	10.2342	10.0809	8.86706	9.96389	9.34169	8.29609
262138_at	AT1G52660	4.68471	4.75349	4.61512	4.62418	4.88271	4.67822
262139_at	AT1G52610	4.23783	4.48365	4.31538	4.30118	4.27946	4.10858
262140_at	AT1G52470	4.90784	4.91103	5.12268	4.88975	4.99707	4.95598
262141_s_at	AT1G52460	4.97918	5.02411	4.9053	4.95854	4.99704	5.01023
262142_at	AT1G52640	3.8827	4.06274	3.8989	3.964	3.88991	3.94998
262143_at	AT1G52630	7.24663	7.0855	7.15103	7.09519	6.97814	7.04501
262144_at	AT1G52620	6.31057	5.95582	6.16012	6.57217	6.2827	6.55456
262145_at	AT1G52730	9.39953	8.91225	8.77922	9.29863	9.06587	8.88816
262146_at	RBL5	5.99872	6.15581	6.03654	6.08857	6.3885	6.15364
262147_at	PLDALPHA2	6.86543	6.8897	7.01074	6.92865	6.90459	6.70646
262148_at	AT1G52560	3.94704	4.08901	4.12634	3.95065	4.09854	4.31017
262149_at	AT1G52530	7.56482	7.62956	7.91195	7.74836	7.59746	7.72091
262150_at	FRS6	6.95019	6.51776	6.39263	7.3223	6.57884	6.63209
262151_at	AT1G52510	10.7477	10.3226	10.549	10.6401	10.4872	10.4312
262152_s_at	AT1G52450	3.65442	3.61227	3.62234	3.59692	3.59357	3.78869
262153_at	AT1G52710	6.41714	6.35245	6.23053	6.49681	6.33171	6.13415
262154_at	AT1G52700	6.79903	6.8617	7.5877	6.69755	7.23882	7.27332
262155_at	AT1G52420	10.0381	9.40289	9.2236	10.1024	9.74327	9.40882
262156_at	AT1G52680	5.52742	5.88255	6.03912	5.58892	5.69783	5.54198
262157_at	AT1G52670	8.30226	8.31235	8.93054	8.76086	8.74957	8.98349
262158_at	AT1G52540	6.95742	7.43573	7.20373	6.8705	7.24202	7.32299
262159_at	AT1G52720	9.74668	9.34615	9.71548	8.99446	9.12573	8.51379
262160_at	AT1G52590	9.93567	9.55499	9.45518	9.7851	9.40997	8.98674
262161_at	AT1G52600	10.6472	10.0193	10.1191	10.5113	10.2899	10.1809
262162_at	AT1G78020	10.9932	11.1664	10.4864	9.77612	10.3056	9.30862
262163_at	AT1G77940	11.4162	11.2211	11.6479	11.0056	11.6672	11.6709
262164_at	AT1G78070	8.92592	9.90873	8.3359	6.98605	7.77763	7.16582
262165_at	LPAT4	8.78043	9.11965	8.75776	9.41391	9.38535	9.46605
262166_at	AT1G74840	9.75241	9.62819	9.31349	9.37867	9.16644	8.96581
262167_at	AT1G74990	5.92236	5.92986	6.10421	5.94463	5.90577	6.0098
262168_at	AT1G74730	11.5746	11.5393	11.7582	11.5008	11.5303	11.7596
262169_at	AT1G74860	8.11486	8.23585	8.12661	7.81259	7.66826	7.97023
262170_at	AT1G74940	8.99831	9.75708	9.29466	7.93199	7.88781	7.30152
262171_at	TIFY10B	10.3552	10.124	10.2004	10.2087	9.77729	9.39118
262172_at	RPS9	9.22522	10.489	11.0952	9.23272	10.7606	11.1354
262173_at	ALDH10A8	11.0151	10.7591	10.8866	10.8915	10.7092	10.2701
262174_at	AT1G74910	10.3355	10.5006	10.706	10.0158	9.91512	10.2261
262175_at	NDH-O	10.0719	10.2043	9.91366	10.1468	9.85728	9.66288
262176_at	FAB1	10.1591	10.4205	10.5613	10.1228	10.1041	10.4863
262177_at	EDS16	9.27883	8.40795	8.02765	9.03076	7.80196	8.96566
262178_at	KOM	6.61567	6.83688	6.9288	6.79131	6.95693	6.83562
262179_at	AGL66	4.43778	4.32746	4.53911	4.42879	4.55438	4.42666
262180_at	PGM	6.14336	6.28021	6.61299	6.07652	6.57779	6.47962
262181_at	AT1G78060	8.05313	8.31478	8.62978	8.12165	8.77368	8.17894
262182_at	AT1G77890	5.05479	5.57926	5.15522	4.75681	5.41853	5.61351
262183_at	AT1G77890	7.89719	8.17492	8.10514	8.21157	8.13594	8.44276
262184_at	AT1G77910	3.41963	3.50919	3.69255	3.5505	3.62086	3.75646
262185_at	AGL67	4.40043	4.48833	4.70571	4.42195	4.45108	4.29573
262186_at	AT1G77960	6.46718	6.93669	6.99698	6.57005	5.98418	6.58554
262187_at	AT1G77960	5.39247	5.85129	5.7445	5.50525	5.67495	5.61086
262188_at	AT1G77810	8.3091	7.94144	7.75394	8.19714	7.77061	7.85879
262189_at	AT1G78010	8.34734	7.90969	8.14486	7.96845	7.92413	8.08972
262190_at	AT1G78030	5.66451	5.29777	5.42445	5.44904	5.08512	5.13668
262191_at	AT1G77820	4.43092	4.54995	4.36761	4.54558	4.61779	4.45651
262192_at	AT1G77830	6.42553	6.56951	6.35523	6.33236	6.57717	6.52812
262193_at	AT1G77840	9.65978	9.47661	9.51807	9.43955	9.69641	9.61782
262194_at	AT1G77930	10.686	10.3006	9.92431	10.6826	10.0888	9.47526
262195_at	AT1G78040	12.9701	12.9488	12.9535	12.7809	12.9315	13.0367
262196_at	MUB5	6.09312	6.51306	6.6751	5.55971	6.19646	5.81505
262197_at	RAP2.12	11.0528	11.1923	11.1094	10.6161	10.8945	10.5204
262198_at	PME2	4.45416	4.57157	4.55529	4.61169	4.53556	4.17376
262199_at	AT1G53800	6.90602	7.30854	7.22095	6.4663	6.54336	7.13297
262200_at	AT2G01070	7.46363	7.47341	7.25365	7.15995	7.15411	7.37851
262201_at	ORC4	6.22308	6.27773	6.65082	6.12727	6.56932	6.53512
262202_at	APG2	10.3404	10.8395	10.8625	10.3541	10.5766	10.679
262203_at	AT2G01060	9.76732	9.64081	9.53798	10.2567	9.91178	9.73431
262204_at	AT2G01100	9.33711	9.17128	9.09888	9.26806	9.15935	9.1555
262205_at	AT2G01080	7.32913	7.72496	7.62663	7.31177	7.59502	7.26146
262206_at	AT2G01090	9.35751	9.0021	8.99822	9.36847	9.33594	9.10822
262207_at	PTAC2	8.23613	8.1669	8.27099	7.60468	7.63069	7.93329
262208_at	AT1G74800	7.53961	7.48877	7.40773	7.28263	7.10311	7.0704
262209_at	QKY	8.15877	7.83937	7.78451	7.83166	7.52098	7.57622
262210_at	IQD31	8.80668	8.59336	8.97785	8.85199	8.79877	8.91124
262211_at	ORA47	8.53535	7.6091	9.39916	7.9197	6.20642	6.78547
262212_at	ARR15	6.36878	6.54683	6.40665	6.10786	6.62151	7.21423
262213_at	AT1G74870	6.55745	6.83617	7.01167	6.55023	6.6267	6.80819
262214_at	AT1G74820	5.46918	5.61041	5.81789	5.53236	5.67924	5.89644
262215_at	AT1G74790	8.36753	7.78936	8.93646	8.86866	8.31392	9.32287
262216_at	AT1G74780	8.08132	8.52934	8.73662	8.0939	8.64151	8.76875
262217_at	AT1G74770	3.71189	3.84019	3.98937	3.86117	3.86083	3.74593
262218_at	AT1G74770	6.20788	6.12412	6.09137	6.51349	5.98771	6.3029
262219_at	AT1G74750	7.29619	6.57034	7.13818	8.51607	8.04781	8.89737
262220_at	CPK30	6.46903	6.42842	5.93768	6.86232	6.67006	6.95327
262221_at	ARC3	8.0896	7.85997	7.7321	7.96877	7.6838	7.919
262222_at	TRZ1	7.10525	6.8095	6.71516	6.92956	6.79378	6.62178
262223_at	AT1G74680	10.0477	9.85572	9.42304	10.7012	10.3659	10.1063
262224_at	OTP43	6.95355	7.04199	6.86699	7.06281	7.13337	7.09456
262225_at	PME1	9.19689	9.37811	9.39011	8.55591	8.88112	8.79786
262226_at	AT1G53903	8.90757	8.72729	8.86931	9.22286	8.2239	7.35696
262227_s_at	AT1G53780	10.8451	10.9922	10.3887	10.7199	10.7595	10.3948
262228_at	AT1G68690	6.05739	5.25054	5.7345	6.13045	5.53578	6.62888
262229_at	AT1G68620	7.44619	7.04806	7.40354	8.33335	7.20512	6.72288
262230_at	XYL1	8.69603	9.34598	9.91265	8.30002	8.82887	8.73885
262231_at	PHO1;H1	7.65987	7.5856	7.63889	7.3364	7.37851	7.3077
262232_at	AT1G68600	10.9488	10.7161	10.3907	10.2748	10.1051	8.63212
262233_at	CHR18	7.36004	7.22135	7.42794	7.47708	7.25624	7.47682
262234_at	GCR1	7.04369	7.14551	7.18994	6.90932	7.21654	7.23915
262235_at	AT1G48350	11.282	11.3497	12.1806	11.2449	11.7371	12.0451
262236_at	AT1G48330	5.05535	5.93791	5.58285	4.36882	5.67093	4.976
262237_at	AT1G48320	9.79024	9.10589	9.6966	10.2982	9.77363	9.8124
262238_at	AT1G48300	10.8998	10.9022	11.287	10.5381	10.0085	10.5184
262239_at	AT1G48230	8.65838	8.81511	8.85658	8.39485	8.69592	8.68621
262240_at	AT1G48220	5.8105	5.59427	5.68552	5.81581	5.80066	5.8065
262241_at	AT1G48390	4.31661	4.36028	4.646	4.52426	4.27991	4.65524
262242_at	AT1G48360	7.55879	7.50831	7.57958	7.33716	7.281	7.27083
262243_at	AT1G48290	5.0844	4.83292	4.93287	5.14082	5.04916	4.88292
262244_at	CIPK17	7.4312	7.86744	7.74271	7.24524	7.15333	6.77355
262245_at	NPSN12	7.19823	7.1043	7.33457	7.01076	6.95215	7.29089
262246_at	AGO1	10.6738	10.6652	10.9458	10.6734	10.6358	10.504
262247_at	D-CDES	10.0444	10.5032	10.2433	9.99696	10.4548	9.8958
262248_at	YSL8	7.61753	7.63851	8.01201	8.20445	8.86465	8.93431
262249_at	RHL1	7.46496	7.30016	7.08806	7.29752	7.02897	7.25923
262250_at	AT1G48280	7.64093	7.34597	7.90496	9.06497	8.41755	8.49259
262251_at	AT1G53760	8.1958	8.42404	8.85698	8.46923	8.8356	9.50506
262252_at	AT1G53820	5.25447	5.25959	5.2365	5.24163	5.2921	5.19871
262253_s_at	AT1G53900	9.04647	8.74448	9.08913	8.83087	8.88478	9.02694
262254_at	GLIP5	6.92792	6.45211	6.76939	8.56414	8.86465	8.41442
262255_at	AT1G53790	5.20384	5.26724	4.93269	5.44611	5.1602	5.20888
262256_at	AT1G53810	5.58901	5.58389	5.57928	5.52502	5.65157	5.73605
262257_at	AT1G53860	4.38144	4.44733	4.51702	4.39827	4.44379	4.4267
262258_at	PAE1	10.4513	10.1764	10.2719	10.1476	10.1258	9.93004
262259_s_at	AT1G53890	10.082	10.3194	9.52055	10.2374	9.02131	9.19383
262260_at	MLP34	5.14355	5.37499	5.4023	5.47663	5.36417	5.39687
262261_at	CLE17	6.68707	6.65618	7.00519	6.55712	6.82527	6.85472
262262_at	CPuORF28	10.9977	11.1692	11.0537	10.8307	11.4308	10.9652
262263_at	PIN3	9.29866	10.5257	10.4605	8.40023	9.99737	9.15048
262264_at	AT1G42470	8.8414	9.06539	9.2676	8.82327	8.85568	8.83307
262265_at	AT1G42460	5.30128	5.4282	5.55999	5.27528	5.25123	5.4835
262266_at	AT1G42450	4.85578	4.8961	5.11937	5.02799	4.94671	4.92753
262267_at	AT1G42420	3.48987	3.48832	3.59181	3.6665	3.43895	3.57927
262268_at	AT1G42410	3.61342	3.6403	3.5674	3.65169	3.54097	3.61048
262269_at	AT1G42400	3.29873	3.37402	3.38668	3.56726	3.26428	3.38206
262270_x_at	AT1G42375	5.76106	5.78067	5.79524	5.93734	5.63083	5.90242
262271_x_at	AT1G42360	5.79901	5.78101	6.27864	5.96444	5.77953	5.96316
262272_at	AT1G42440	9.25947	9.09179	9.07992	9.00939	8.97435	9.36402
262273_at	AT1G68730	6.25614	7.05983	6.42852	6.31906	6.79609	6.44355
262274_at	TADA	8.86193	8.85008	8.86666	8.67345	8.62498	8.46224
262275_at	AT1G68710	8.39464	7.78535	7.79571	9.4031	9.12283	8.69282
262276_at	AT1G68700	4.32222	4.22651	4.25329	4.35883	4.57083	4.33567
262277_at	AT1G68650	9.02436	8.97655	8.84097	9.3762	9.44053	9.04571
262278_at	PAN	4.55863	4.89213	5.36917	4.42189	4.65512	5.12545
262279_at	AT1G68630	5.56021	5.71278	5.64513	5.56444	5.40698	5.70814
262280_at	AT1G68580	9.38687	9.36022	9.49928	9.27279	9.17686	9.33602
262281_at	AT1G68570	9.90917	9.9783	9.37119	8.53372	8.62603	8.1527
262282_at	PCR11	4.93727	4.91501	4.89382	4.91501	4.98167	4.81817
262283_at	AT1G68590	10.7816	11.0197	11.5744	10.6762	11.1094	11.2984
262284_at	AT1G68670	8.90042	8.95108	9.28754	8.38315	8.36014	9.06485
262285_at	AT1G68680	9.20102	9.18205	9.13532	9.13115	9.19254	9.15715
262286_at	AT1G68585	10.0069	9.33884	9.37977	9.64507	9.40996	8.61495
262287_at	AT1G68660	11.8502	11.6299	11.0915	11.521	11.0716	10.9948
262288_at	CRR23	11.1247	10.9303	11.0095	11.1513	10.875	10.6645
262289_at	AT1G70770	10.1567	10.2238	10.4049	10.1174	10.3488	10.4312
262290_at	AT1G70985	7.56371	8.2335	7.81626	7.12055	7.66776	7.90534
262291_at	AT1G70790	7.90237	7.88904	7.75856	7.63777	7.72752	7.56402
262292_at	AT1G27595	8.10043	8.03841	8.30997	8.24415	7.84292	8.07222
262293_at	AT1G27640	5.51143	5.77841	5.69327	5.62809	5.69647	5.79929
262294_at	AT1G27610	3.9956	4.03862	4.11257	4.25902	3.99681	4.04953
262295_at	ATU2AF35A	8.67872	8.95076	9.14509	8.60226	8.96903	9.23314
262296_at	CYCT1;3	8.83069	8.59118	8.70498	8.60418	7.92847	8.10826
262297_at	IRX9-L	8.70776	8.73422	8.58296	8.80354	8.66105	8.72644
262298_at	AT1G27530	11.449	11.0502	10.9485	11.3526	10.8797	10.521
262299_at	AT1G27520	9.06038	8.93578	8.77059	8.98467	8.56656	8.51489
262300_at	AT1G70870	4.52041	4.11684	4.14638	4.33987	4.17891	4.45133
262301_at	AT1G70880	5.23214	5.16444	5.14978	5.4361	5.23965	5.19478
262302_at	AT1G70910	4.98783	4.9967	5.17455	5.07405	5.01809	4.9738
262303_at	HB18	5.63235	5.57457	5.76657	5.53131	5.6403	5.72271
262304_at	MLP43	9.8596	10.0538	8.52048	9.66937	9.37722	8.91045
262305_at	AT1G70950	5.68355	5.52793	5.70984	5.98563	5.8896	5.81553
262306_s_at	SYNC3	8.87861	9.01629	8.32831	8.60455	8.83232	8.55165
262307_at	AT1G71000	3.95121	4.03429	3.95749	4.05359	3.95401	4.09597
262308_at	FAB1C	9.03898	9.20352	9.03455	9.0817	9.12491	8.94643
262309_at	AT1G70820	9.99228	10.1166	10.0629	9.73661	8.73643	8.98255
262310_at	MLP31	5.28291	5.68593	5.7653	5.51244	5.94083	5.53341
262311_at	HB18	4.11786	4.30947	4.35416	4.29725	4.44227	4.42107
262312_at	MLP28	9.3167	9.5756	9.9552	9.50906	9.99823	10.0916
262313_at	AT1G70900	9.42229	9.74933	9.20925	9.34491	8.85891	8.55059
262314_at	AT1G70810	10.7609	10.2352	9.80743	10.0603	9.79232	9.15423
262315_at	AT1G70990	6.27886	6.28934	6.06454	6.5235	6.18244	6.64953
262316_at	PAC	7.84032	7.62146	7.77363	7.72411	7.33046	7.58096
262317_at	EDA4	5.09492	4.8739	5.76859	5.25548	5.15142	5.26789
262318_at	AT1G27620	6.33282	6.58593	6.67471	6.49373	6.66721	6.73874
262319_s_at	AT1G27580	9.33415	9.44806	9.28535	9.13677	9.10327	8.88666
262320_at	AT1G27550	3.73734	3.75417	3.62014	3.75291	3.76573	3.5557
262321_at	AT1G27570	4.6984	4.70221	4.66559	4.65477	4.64327	4.67965
262322_at	AT1G27590	6.99453	7.46751	7.51293	7.18272	7.12628	7.4056
262323_at	AT1G64190	10.6824	10.1605	10.0137	10.5581	10.3515	10.1972
262324_at	CHX16	8.25608	7.41821	7.9717	9.13035	8.16411	8.49216
262325_at	AT1G64160	3.89376	3.9196	4.02699	3.87359	3.9709	4.1081
262326_at	CPuORF23	9.95969	9.70691	9.54092	9.85515	9.7186	9.40998
262327_at	AT1G64130	4.86081	4.77308	4.86003	5.1328	4.87705	4.81197
262328_at	AT1G64100	4.87155	5.04314	4.74981	4.70256	5.28502	4.93456
262329_at	RTNLB3	10.5114	10.7334	10.8752	10.285	10.883	10.8798
262330_at	RLM1	5.0268	4.92636	5.22411	4.93601	4.98157	5.15981
262331_at	AT1G64050	8.50956	8.25544	8.43765	8.28382	7.88797	7.9008
262332_at	SRP3	4.37517	4.68153	4.87473	4.61906	4.85555	4.86433
262333_at	AT1G64020	4.34042	4.40591	4.55233	4.35665	4.22505	4.19829
262334_at	AT1G64010	6.07662	6.22126	6.25446	6.1154	6.53824	6.13078
262335_at	SPO11-2	5.41286	5.3781	5.61561	5.54071	5.72023	5.33918
262336_at	TOM7-2	4.05443	4.00714	4.12181	3.94264	4.06573	4.19426
262337_at	AT1G64260	5.47501	5.67273	5.98897	5.82943	5.6023	5.63153
262338_at	AT1G64185	6.88535	6.97622	7.49753	6.93191	7.21362	7.20791
262339_at	WRKY56	5.06262	5.0964	5.08438	5.15634	4.96865	5.05304
262340_at	NAC027	9.05125	8.59147	8.26499	8.2274	8.18673	8.10181
262341_at	UBC28	11.8541	12.639	12.5549	11.8898	12.5688	12.2278
262342_at	AT1G64150	8.98578	9.02088	9.32865	8.92518	9.04272	9.16425
262343_at	TOPP3	9.88597	10.466	10.6824	9.8394	10.4874	10.6112
262344_at	RBOH F	6.99493	7.39575	6.85977	7.68658	7.77691	7.79854
262345_at	AT1G64180	7.36439	7.31546	7.05087	6.81839	6.4908	6.77214
262346_at	AT1G63980	9.01893	9.42874	9.00335	9.11598	9.2362	9.13651
262347_at	AT1G64110	5.11579	5.31872	5.14699	5.40415	5.32714	5.42257
262348_at	AT2G48160	7.98967	8.3303	8.47796	8.26574	8.33617	8.54298
262349_at	AT2G48130	5.01048	4.90696	5.34549	4.81228	5.03062	5.02371
262350_at	GPX4	5.41089	5.07635	5.11994	5.92529	5.5732	5.46905
262351_at	BGAL17	8.43905	8.13223	7.82516	8.11736	8.01547	7.47679
262352_at	AT1G64250	5.76368	5.64582	6.15503	5.98491	5.91516	6.1191
262353_at	AT1G64210	5.39386	5.59329	5.61937	5.49242	5.30684	5.48286
262354_at	VHA-E3	8.73627	8.79801	9.23067	8.91554	9.61121	8.89554
262355_at	AT1G72820	8.68904	9.10624	9.14187	8.66155	8.92727	8.63395
262356_at	PYL3	5.39257	5.47006	5.26928	5.55688	5.54678	5.346
262357_at	AT1G73040	9.48041	9.21574	7.95528	9.1577	8.79155	7.20097
262358_at	AT1G73050	6.1706	6.25254	6.30516	6.36837	6.17351	6.17437
262359_at	AT1G73066	5.07849	4.93739	5.11954	4.94709	5.0677	5.17537
262360_at	PEPR1	8.32288	8.01138	8.56409	8.87462	8.40599	8.6108
262361_at	GTE3	5.82115	6.43101	6.30437	5.91087	6.35074	5.94069
262362_at	AT1G72840	5.85248	5.88657	6.14315	6.03233	5.69706	5.69009
262363_at	AT1G72850	6.29048	6.3936	6.38362	6.43554	6.49035	6.44159
262364_at	AT1G72860	6.14103	5.89153	6.12551	5.98447	5.82768	5.95175
262365_at	AT1G72870	6.05919	6.2852	6.18261	6.67673	6.40108	6.47125
262366_at	AT1G72890	8.7286	8.46915	8.11044	9.00008	8.40708	8.51837
262367_at	VPS46.2	10.9674	11.0861	10.7874	10.7973	10.6354	10.7845
262368_at	AT1G73066	11.0174	10.7427	10.8013	10.8551	10.7198	10.7549
262369_at	PS2	5.17973	5.2561	5.56917	4.86415	4.98718	4.6342
262370_at	AT1G73090	7.92552	7.95997	7.64892	7.49024	7.30712	7.44636
262371_at	AT1G73160	5.65475	5.89768	5.58964	5.48918	5.58788	5.68598
262372_at	AT1G73130	7.77392	7.63498	7.37655	7.62668	7.24775	7.10045
262373_at	AT1G73120	5.33316	5.45713	5.58531	5.33652	5.56633	5.34571
262374_s_at	TIR	12.4615	12.3544	12.0599	12.8309	13.0979	12.7953
262375_at	SUVH3	8.25208	8.06323	8.07973	8.24071	8.09329	8.17557
262376_at	HTH	8.29098	8.89996	10.2547	8.17988	9.44731	9.27154
262377_at	AT1G73110	9.5201	9.20272	9.06256	9.19639	8.68018	8.9999
262378_at	NF-YA3	8.3697	8.55341	7.95245	8.43239	8.10961	7.32281
262379_at	AT1G73020	8.20079	7.96703	8.39225	8.36539	8.45852	8.52594
262380_at	AT1G72810	8.74755	8.89458	8.97059	8.36697	8.75559	8.02938
262381_at	AT1G72900	10.0522	9.72878	9.97973	11.3749	11.5057	12.0162
262382_at	AT1G72920	9.09778	8.46842	8.76596	9.35443	8.84663	9.61284
262383_at	AT1G72940	9.39238	9.69171	9.57419	9.54286	9.60633	10.603
262384_at	AT1G72950	7.22199	6.94913	7.0637	8.15247	7.21773	7.89322
262385_at	AT1G72960	5.90038	6.04646	6.16132	6.0188	5.90115	5.98201
262386_at	AT1G49370	4.97075	5.14405	5.04865	5.06262	5.10471	5.1062
262387_s_at	AT1G51040	7.82825	7.78859	7.81939	7.71382	7.85906	7.83186
262388_at	USPL1	5.5252	6.25128	5.81248	5.23531	5.96206	6.77706
262389_at	AT1G49270	4.87599	4.66561	5.09337	4.95315	5.06966	5.27768
262390_at	AT1G49260	5.88683	6.10433	6.35203	6.03006	6.21568	5.98567
262391_at	GGPS6	6.84108	7.0422	7.04784	7.01883	7.0255	6.76147
262392_at	AT1G49520	4.8913	5.24727	5.0691	4.81021	5.03393	4.86757
262393_at	AT1G49490	5.55059	5.47662	5.48277	5.47422	5.08566	5.28333
262394_at	emb1273	8.46808	8.59387	8.9645	8.20905	8.168	8.67011
262395_at	ELP2	7.78389	7.29983	7.35717	7.16213	7.19697	7.293
262396_at	AT1G49470	9.83352	10.2908	10.1194	9.5292	9.94417	9.26432
262397_at	AT1G49380	8.76252	8.53723	8.80058	8.66976	8.15011	8.80619
262398_at	AT1G49350	8.42182	8.14666	7.82214	8.60638	8.06754	7.75712
262399_at	AT1G49500	9.86225	9.69294	11.2496	9.67919	9.627	10.9459
262400_at	RTV1	9.28179	8.95683	9.22814	9.42962	9.14025	9.06356
262401_at	RABG3E	10.2263	10.3906	10.0301	10.1483	10.0984	9.96058
